,Username,Content,Location,Created at
944,VIVAcoid,"kasus omicron melonjak, korsel perpanjang pembatasan covid-19","Jakarta, Indonesia",2022-02-04 04:35:03
945,della_puspita03,ppkm kembali diterapkan untuk menjaga masyarakat dari omicron  prokes lindungi keluarga,,2022-02-04 04:34:57
946,della_puspita03,ppkm kembali diterapkan untuk menjaga masyarakat dari omicron  prokes lindungi keluarga,,2022-02-04 04:34:54
947,MbahSingat,"yang punya no.nya grup barongsay minta dong buat menangkal omicron, 😂",,2022-02-04 04:34:44
948,rabiaedra,"@triyagegee aku di tebet cunse, teman kosanku omicron ~",Indonesia,2022-02-04 04:34:38
949,indozonemedia,"tidak seperti gejala covid-19 pada umumnya, pasien omicron jarang sekali mengalami sesak napas.",Indonesia,2022-02-04 04:34:33
950,wah_retno,ppkm kembali diterapkan untuk menjaga masyarakat dari omicron  prokes lindungi keluarga,,2022-02-04 04:34:32
951,cnbcindonesia,"pasien omicron isoman, ini cara dapat obat covid-19 gratis",Jakarta Capital Region,2022-02-04 04:34:30
952,wah_retno,ppkm kembali diterapkan untuk menjaga masyarakat dari omicron  prokes lindungi keluarga,,2022-02-04 04:34:29
953,skidipalpal,huf belom sempet ke bali tapi omicron  udah meledak,Kerajaan Bogor Raya,2022-02-04 04:34:27
954,kangkresna,"@kemenkesri prof dr mondastri korib sudaryo, ms., dsc. mengungkapkan, covid-19 kemungkinan memang tidak akan hilang dari kehidupan masyarakat dan mungkin akan berubah menjadi endemik. setelah endemik, berubah menjadi penyakit 'biasa'.",indonesia,2022-02-04 04:34:20
955,renepaparang,@arak_jahat @plumbinq untung namanya omicron ya bukan omicon 🤭 ntar kan jadinya media con...,banggai laut,2022-02-04 04:34:16
956,SakiinaQhiCO_33,menteri kesehatan budi gunadi menghimbau masyarakat agar tidak panik dan berlebihan terkait virus varian omicron... meskipun penyebarannya cepat namun tdk sebahaya varian delta... hadapi dengan tetap waspada dan terus menjalankan disiplin prokes...,,2022-02-04 04:34:15
957,PRBekasiRaya,jokowi sebut pasien omicron bisa sembuh tanpa harus ke rs: cukup isolasi mandiri di rumah,"Bekasi, Jawa Barat",2022-02-04 04:34:03
958,toxican18,ppkm kembali diterapkan untuk menjaga masyarakat dari omicron  prokes lindungi keluarga,,2022-02-04 04:33:57
959,toxican18,ppkm kembali diterapkan untuk menjaga masyarakat dari omicron  prokes lindungi keluarga,,2022-02-04 04:33:55
960,_kimmoodz,ada yg postif omicron di kantor🥲,,2022-02-04 04:33:37
961,nerreid,orang kalo kena omicron stay at home lah anjrit ini malah ngantor. edan.,she/her,2022-02-04 04:33:24
962,frozenbit,ppkm kembali diterapkan untuk menjaga masyarakat dari omicron  prokes lindungi keluarga,"Papua Barat, Indonesia",2022-02-04 04:33:24
963,frozenbit,ppkm kembali diterapkan untuk menjaga masyarakat dari omicron  prokes lindungi keluarga,"Papua Barat, Indonesia",2022-02-04 04:33:22
964,shyfafwzy,"covid delta ngumpul dan berkembang di paru paru manusia &gt; manusia vaksin dia bermutasi jadi omicron yg gabisa nempel di paru tapi ngumpul di tenggorokan &gt; vaksin booster supaya virusnya bener bener gabisa tinggal dan jadi inang di manusia. jadi, ayo booster  -dr. robert sinto",,2022-02-04 04:33:20
965,rakyatmerdeka,"angka kematian merangkak naik omicron, gejalanya ringan tapi bisa mengancam jiwa",,2022-02-04 04:33:02
966,RinduNamusu,hi omicron.... adakah dirimu disini,jogja,2022-02-04 04:32:56
967,HopsIndonesia,"tak perlu vaksin booster, siti fadilah bongkar kebohongan omicron di ri",,2022-02-04 04:32:32
968,aktualofficial,"kasus omicron meningkat, ptm di jawa barat dievaluasi",Indonesia,2022-02-04 04:31:47
969,sriewidiastuti,@papa_loren seandainya omicron bs bicara 🤭 dia  menyalahkan manusia,"Batang, Indonesia",2022-02-04 04:31:26
970,InstantNewsPk,jokowi imbau warga tetap tenang hadapi varian omicron,Pakistan,2022-02-04 04:31:17
971,kangkresna,@kemenkesri cuma flu biasa jelas gejalanya ringan 😁negara lain udah pada klaim omicron sbg flu biasa indonesia malah di naik naikin kasusnya haeddhh,indonesia,2022-02-04 04:31:16
972,detikcom,ri diterpa lonjakan covid-19 gegara omicron yang menular berkali-kali lipat lebih dahsyat dibanding delta. masker medis masih efektif? begini kata dokter paru:,"Jakarta, Indonesia",2022-02-04 04:30:56
973,putratheworld,"baru mau berangkat soljum, eh disuruh dirumah aja krn omicron naik lagi...  jadi bimbang nanti sore mau jalan apa enggak... krn serem juga walau cmn ke rumah sepupu...😐",,2022-02-04 04:30:44
974,kominfomagetan1,indonesia siap hadapi omicron,"Magetan, Indonesia",2022-02-04 04:30:39
975,dikkaRamadhan,gak elok rasanya mengkait2kan wabah dengan anti islam.didalam al-quran pun ada penjelasan tengang wabah.   banyak narasi muncul karna sebentar lagi lebaran makanya kasus covid naik.omicron ga cuma di indonesia doang kak  sebagai muslim yg baik kita tetap harus berdoa &amp; mawas diri,"ÜT: -6.2410271,106.9055298",2022-02-04 04:30:19
976,MustBee17,menteri bumn erick thohir menyampaikan bahwa geliat perekonomian indonesia mulai tumbuh kembali pasca pandemi. untuk itu erick mengajak pelaku usaha umkm untuk tetap semangat dan optimis walau kasus omicron mulai meningkat.  #denganetmerdekaberdaulat,Solo,2022-02-04 04:30:03
977,XHIndonesia,"pemerintah pada senin (31/1) mengumumkan bahwa masa karantina bagi pelancong internasional yang telah divaksinasi lengkap dipangkas dari tujuh hari menjadi lima hari, di tengah lonjakan kasus harian varian omicron covid-19",Jakarta Capital Region,2022-02-04 04:30:00
978,kompasiana,"di tengah naiknya kasus covid-19 varian omicron, pemerintah diminta untuk menerapkan kembali pembelajaran daring #headline",Indonesia,2022-02-04 04:30:00
979,syedups,"mbak2 kos kog pada gak kerja pdhal blum weekend, eh taunya pada isoman wfh. mana hampir setenggahnya yang di kos, hmmm.... lama-lama ngeri juga omicron 😬","Kota Surabaya, Jawa Timur",2022-02-04 04:29:53
980,timescoid,"omicron mengganas, jokowi: kondisi rumah sakit terkendali: presiden ri jokowi (joko widodo) turut buka suara setelah angka covid-19 varian omicron di tanah air naik. ...  #beritabaik #timesindonesia #ketahananinformasi",Wisma Mas Isman Jakarta,2022-02-04 04:29:32
981,binzzzz_,pancaroba 2022= omicron,"Kota Surabaya, Jawa Timur",2022-02-04 04:29:22
982,luxorist12,"@masdit_r gejala2nya apa aja mas, apakah delta or omicron.. cepet sembuh yupp...","DKI Jakarta, Indonesia",2022-02-04 04:29:08
983,menanaknasii,elmo jangan buat party dulu omicron lagi naik,,2022-02-04 04:29:07
984,Cak__ITS,"prad pride pret, solid solar, kalian kumpul ramai-ramai gitu hanya buat omicron mukbang.",ITS SOERABAJA,2022-02-04 04:27:08
985,jsungchanberry,@lcvlty apa hubungannya sakit gigi sama omicron 😭😭😭😭,nct.wayv ,2022-02-04 04:26:54
986,SetiadySiregar,"yth seluruh pendamping desa agar hadir dan mengikuti acara *webinar penanganan covid-19 varian omicron pada hari jumat 4 februari 2022 pukul 14.00 - 16.00 wib secara virtual, dengan tema  "" omicron, gejala dan cara penanganannya",,2022-02-04 04:26:49
987,lolwow997,@jeromepolin omicron ngapain si,,2022-02-04 04:26:34
988,AllifImmanullah,kenapa terjadi menjelang bulan romadhon saja!!! fuck politikus pada covid. #hukumtebangpilih  covid-19 virus ppkm tangkal omicron positif,"Probolinggo, Jawa Timur",2022-02-04 04:26:13
989,m_dateline,"suruhanjaya pilihan raya (spr) akan meneliti cadangan membenarkan mahasiswa memohon sebagai pengundi pos pada pilihan raya negeri (prn) nanti. ini berikutan kebimbangan peningkatan penularan covid-19 varian omicron, mengakibatkan  #malaysiadateline",Kuala Lumpur,2022-02-04 04:26:02
990,ArArozy,@king__vaduka betulkan mulai dugaanku. omicron ternyata sadis melebihi sadisnya manusia,,2022-02-04 04:25:53
991,jawapos,mayoritas pasien omicron sudah vaksinasi dua kali dengan gejala ringan,"Gedung Graha Pena Lt.10, Jl. R",2022-02-04 04:25:41
992,alfanrahadi,"@penjaga_villa jane ora kawin, tapi double infection , wes kenek omicron kenek delta. wes pokoke vaksin booster ae lek onok kesempatan.",Malang-Jagatara,2022-02-04 04:25:35
993,Humaspolsektas1,"mendukung penegakkan protokol kesehatan guna memutus mata rantai penyebaran dan penularan covid-19, maupun omicron, bhabinkamtibmas aipda yan hadinata, babinsa serda mahyuni, gelar operasi yustisi serta bagikan masker di wilayah kelurahan karang anyar, kecamatan sei kunjang,",Samarinda,2022-02-04 04:25:35
994,DraKhuma,cara paling ampuh agar omicron tidak meningkat adalah dengan tidak tes.,Indonesia,2022-02-04 04:25:07
995,detikcom,as mengatakan sebagian besar fasilitas rs di negara itu beroperasi dengan kapasitas penuh karena adanya omicron. nakes menangani 150 ribu pasien setiap hari.,"Jakarta, Indonesia",2022-02-04 04:24:56
996,TetapSemangat12,positif omicron ndasee miring kegeduk bangjo wi. mbayar ukt karo angsuran bri wae positif mumet ra iso metu omah,,2022-02-04 04:24:46
997,Nindi41315973,waspada omicron gubernur riau minta rs rujukan pastikan stok obat prokes lindungi keluarga,,2022-02-04 04:24:31
998,fidzkyy,"ipin sejak terkonfirmasi + covid19 var omicron : ""ayang, ayang ayang ga sama ayang, yang?"" 🙂🙂 rasa ingin menempeleng : 📈📈📈",Indonesia,2022-02-04 04:24:25
999,jowobritish,"artinya klo lu carry materi genetik dari delta lalu lu kena omicron. ada peluang keduanya bisa bergabung dlm proses replikasinya. tapi itu kemungkinannya kecil banget. yg lebih berbahaya sebenarnya sifat polimorfisme nya karena gimanapun juga, covid tuh basicnya flu",Chateau de Tenebres,2022-02-04 04:24:14
